result : 8191, 407, 382, 346, 317, 282, 256, 218, 192, 165, 146, 121, 106, 98, 93, 85, 85, 78, 74, 71, 68, 67, 64, 57, 52, 48, 45, 44, 43, 42, 43, 42, 43, 42, 43, 42, 44, 43, 44, 43, 
result : 8191, 419, 399, 357, 334, 298, 272, 231, 210, 180, 158, 137, 121, 114, 107, 99, 95, 89, 89, 84, 82, 80, 78, 70, 67, 62, 60, 57, 56, 56, 55, 55, 55, 56, 55, 55, 55, 55, 55, 55, 
result : 8191, 423, 393, 363, 331, 294, 267, 235, 210, 180, 157, 137, 123, 115, 109, 101, 98, 92, 89, 86, 85, 83, 82, 74, 73, 67, 67, 63, 64, 63, 64, 64, 64, 65, 65, 65, 65, 65, 65, 65, 
result : 8191, 378, 352, 319, 294, 256, 228, 194, 167, 136, 118, 92, 80, 72, 69, 61, 60, 57, 56, 55, 53, 54, 51, 44, 43, 38, 41, 40, 41, 41, 41, 41, 41, 40, 41, 41, 42, 41, 42, 41, 
result : 8191, 411, 381, 348, 322, 288, 261, 225, 197, 170, 150, 126, 111, 104, 96, 89, 85, 78, 77, 72, 71, 68, 67, 58, 56, 50, 49, 45, 45, 43, 44, 43, 44, 44, 45, 44, 45, 43, 45, 44, 
result : 8191, 388, 371, 334, 305, 267, 240, 200, 177, 149, 127, 101, 87, 80, 71, 63, 62, 60, 59, 58, 56, 56, 54, 46, 45, 41, 42, 42, 43, 43, 43, 43, 43, 43, 43, 44, 43, 44, 43, 44, 
result : 8191, 383, 355, 321, 296, 259, 228, 192, 165, 137, 119, 91, 79, 53, 50, 37, 42, 42, 43, 43, 43, 41, 43, 42, 43, 41, 43, 42, 43, 42, 43, 42, 43, 42, 43, 43, 43, 43, 43, 43, 
result : 8191, 378, 351, 312, 288, 250, 224, 186, 161, 130, 112, 84, 77, 67, 60, 58, 53, 56, 52, 54, 50, 53, 49, 44, 42, 41, 43, 43, 44, 43, 44, 43, 44, 43, 44, 43, 44, 43, 43, 43, 
result : 8191, 402, 377, 342, 315, 278, 248, 210, 186, 160, 138, 115, 100, 93, 86, 77, 76, 69, 68, 65, 64, 62, 61, 52, 50, 44, 44, 41, 43, 41, 42, 42, 43, 42, 43, 42, 42, 42, 42, 43, 
result : 8191, 395, 369, 334, 307, 272, 245, 205, 178, 151, 131, 108, 92, 70, 63, 43, 40, 38, 40, 41, 44, 43, 43, 43, 43, 42, 43, 42, 43, 42, 43, 43, 43, 43, 43, 42, 42, 42, 42, 42, 
result : 8191, 403, 379, 340, 314, 278, 248, 212, 188, 159, 138, 116, 98, 78, 70, 53, 51, 41, 41, 39, 43, 40, 41, 41, 42, 41, 42, 41, 42, 42, 42, 41, 42, 41, 42, 42, 42, 42, 42, 42, 
result : 8191, 404, 375, 342, 319, 282, 253, 217, 195, 161, 141, 118, 103, 96, 89, 81, 80, 73, 71, 69, 66, 66, 63, 55, 52, 47, 45, 43, 43, 43, 43, 43, 43, 42, 43, 43, 44, 43, 44, 43, 
result : 8191, 412, 390, 356, 329, 289, 267, 229, 204, 179, 158, 134, 123, 117, 110, 103, 101, 95, 94, 90, 91, 89, 88, 80, 80, 74, 74, 71, 72, 71, 71, 71, 72, 71, 71, 71, 71, 70, 71, 71, 
result : 8191, 402, 384, 343, 323, 282, 257, 217, 192, 162, 142, 118, 104, 95, 89, 79, 78, 70, 70, 66, 65, 63, 62, 53, 51, 45, 44, 42, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 
result : 8191, 412, 382, 346, 319, 281, 255, 217, 192, 166, 147, 119, 103, 97, 89, 81, 79, 72, 70, 68, 66, 65, 62, 55, 52, 46, 45, 43, 43, 43, 43, 43, 43, 44, 44, 44, 44, 44, 44, 44, 
result : 8191, 409, 387, 349, 325, 286, 257, 223, 198, 166, 143, 124, 106, 84, 75, 58, 57, 43, 42, 41, 41, 45, 44, 43, 45, 43, 44, 43, 44, 43, 44, 43, 43, 42, 43, 42, 43, 42, 43, 42, 
result : 8191, 406, 377, 343, 314, 279, 253, 215, 189, 159, 138, 115, 98, 75, 69, 49, 47, 38, 41, 38, 43, 42, 41, 42, 41, 42, 41, 42, 41, 42, 41, 42, 42, 42, 42, 42, 42, 42, 42, 42, 
result : 8191, 415, 382, 355, 326, 287, 260, 223, 195, 169, 145, 122, 106, 82, 76, 58, 54, 42, 39, 40, 40, 41, 40, 41, 40, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 
result : 8191, 414, 385, 354, 330, 286, 258, 221, 197, 166, 142, 119, 104, 80, 72, 53, 50, 38, 39, 40, 43, 45, 43, 44, 44, 43, 45, 44, 44, 44, 45, 44, 45, 44, 45, 44, 45, 45, 44, 44, 
result : 8191, 427, 400, 359, 339, 303, 274, 238, 211, 181, 163, 133, 118, 111, 102, 94, 89, 81, 79, 72, 73, 69, 69, 59, 57, 50, 49, 44, 45, 43, 44, 43, 44, 44, 43, 44, 44, 44, 43, 44, 
