result : 8191, 312, 284, 249, 221, 182, 153, 119, 95, 61, 48, 23, 37, 27, 38, 30, 40, 32, 40, 33, 40, 34, 40, 41, 41, 42, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 42, 
result : 8191, 311, 284, 248, 219, 182, 151, 116, 93, 57, 46, 22, 37, 27, 39, 29, 39, 31, 39, 33, 39, 34, 39, 40, 39, 40, 39, 40, 39, 40, 39, 40, 40, 40, 40, 40, 40, 40, 40, 40, 
result : 8191, 299, 271, 236, 207, 169, 140, 104, 80, 40, 33, 30, 38, 34, 40, 36, 40, 37, 40, 37, 40, 37, 40, 40, 40, 40, 40, 40, 40, 40, 40, 41, 40, 41, 41, 41, 41, 41, 41, 41, 
result : 8191, 301, 274, 236, 211, 172, 140, 105, 81, 41, 34, 33, 40, 35, 39, 37, 40, 37, 40, 38, 40, 38, 40, 40, 40, 41, 40, 41, 40, 41, 41, 41, 41, 40, 41, 40, 40, 40, 41, 39, 
result : 8191, 302, 275, 239, 206, 171, 141, 105, 82, 43, 35, 32, 37, 35, 39, 36, 39, 37, 39, 37, 40, 37, 39, 40, 40, 39, 40, 39, 40, 39, 40, 39, 39, 39, 39, 39, 39, 39, 39, 39, 
result : 8191, 308, 282, 245, 217, 180, 149, 114, 89, 52, 40, 23, 38, 28, 39, 30, 39, 31, 39, 32, 39, 34, 40, 39, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 
result : 8191, 312, 288, 250, 220, 181, 152, 116, 93, 55, 42, 23, 37, 27, 38, 29, 39, 31, 39, 32, 39, 33, 40, 40, 40, 40, 41, 40, 41, 40, 41, 40, 41, 41, 41, 40, 41, 40, 41, 40, 
result : 8191, 318, 290, 251, 228, 189, 158, 124, 97, 62, 50, 20, 37, 24, 40, 27, 40, 29, 39, 31, 40, 32, 40, 40, 41, 40, 40, 40, 40, 40, 40, 40, 41, 40, 41, 40, 41, 41, 41, 41, 
result : 8191, 322, 294, 255, 229, 192, 161, 125, 99, 64, 51, 18, 37, 23, 38, 27, 39, 29, 39, 30, 40, 32, 40, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 42, 42, 42, 42, 
result : 8191, 313, 286, 250, 220, 181, 149, 114, 90, 52, 39, 25, 40, 29, 41, 31, 41, 33, 40, 34, 41, 35, 41, 41, 41, 41, 41, 41, 42, 41, 42, 41, 43, 42, 43, 42, 43, 41, 43, 41, 
