result : 8191, 484, 457, 418, 397, 353, 334, 298, 272, 244, 224, 203, 185, 182, 169, 164, 152, 149, 141, 138, 135, 133, 130, 125, 122, 118, 116, 114, 113, 112, 112, 112, 112, 112, 112, 112, 112, 112, 112, 112, 
result : 8191, 485, 459, 452, 402, 366, 341, 304, 282, 253, 231, 208, 190, 188, 175, 171, 159, 156, 148, 145, 140, 138, 135, 130, 128, 124, 122, 120, 119, 118, 117, 118, 117, 119, 118, 119, 118, 119, 118, 119, 
result : 8191, 488, 458, 418, 389, 361, 332, 299, 276, 246, 225, 202, 183, 182, 167, 163, 150, 147, 139, 137, 132, 132, 127, 123, 119, 116, 113, 111, 110, 109, 109, 108, 108, 108, 109, 108, 109, 108, 109, 109, 
result : 8191, 487, 458, 425, 393, 365, 335, 297, 271, 246, 228, 204, 184, 184, 169, 167, 154, 151, 142, 141, 135, 135, 131, 126, 123, 119, 118, 115, 114, 113, 112, 113, 112, 113, 113, 113, 113, 113, 113, 113, 
result : 8191, 481, 459, 420, 393, 357, 336, 299, 278, 247, 224, 205, 189, 170, 158, 143, 134, 124, 118, 112, 113, 110, 110, 111, 111, 111, 111, 111, 111, 111, 111, 111, 111, 112, 111, 112, 112, 112, 112, 112, 
result : 8191, 469, 441, 409, 381, 341, 316, 283, 257, 229, 208, 184, 168, 164, 149, 143, 132, 129, 122, 120, 117, 116, 112, 107, 104, 100, 98, 95, 94, 93, 94, 93, 94, 93, 94, 93, 94, 93, 94, 93, 
result : 8191, 482, 455, 418, 390, 354, 330, 292, 269, 239, 223, 194, 180, 176, 163, 157, 145, 141, 135, 132, 128, 126, 123, 117, 114, 110, 108, 105, 104, 103, 103, 103, 103, 103, 103, 103, 103, 103, 103, 103, 
result : 8191, 497, 472, 433, 411, 370, 344, 310, 287, 259, 240, 215, 198, 196, 180, 177, 165, 163, 152, 151, 144, 143, 139, 134, 132, 128, 126, 124, 123, 122, 122, 122, 122, 122, 122, 122, 122, 122, 122, 122, 
result : 8191, 488, 456, 424, 400, 363, 331, 301, 279, 248, 231, 207, 191, 187, 173, 167, 156, 151, 143, 140, 135, 134, 130, 125, 121, 118, 115, 113, 111, 111, 110, 110, 110, 110, 111, 111, 111, 110, 111, 110, 
result : 8191, 495, 469, 433, 410, 373, 343, 314, 291, 265, 242, 216, 200, 198, 183, 180, 168, 165, 156, 154, 147, 147, 142, 137, 134, 131, 129, 126, 125, 124, 124, 124, 124, 124, 124, 125, 125, 125, 125, 126, 
