result : 8191, 337, 311, 280, 257, 227, 203, 175, 149, 126, 110, 88, 81, 75, 70, 66, 63, 60, 58, 58, 55, 56, 53, 47, 46, 43, 43, 41, 42, 42, 43, 42, 43, 42, 43, 42, 43, 42, 44, 43, 
result : 8191, 329, 312, 301, 253, 222, 199, 168, 149, 127, 108, 87, 81, 76, 69, 65, 60, 59, 56, 56, 53, 55, 52, 46, 45, 41, 42, 40, 42, 41, 42, 41, 43, 41, 43, 41, 43, 42, 43, 42, 
result : 8191, 342, 318, 310, 263, 233, 206, 175, 155, 132, 114, 93, 86, 79, 74, 69, 66, 62, 60, 60, 57, 58, 55, 49, 47, 43, 43, 42, 42, 42, 42, 42, 42, 43, 42, 43, 42, 43, 42, 42, 
result : 8191, 330, 309, 273, 253, 220, 194, 164, 143, 118, 101, 79, 72, 67, 63, 59, 57, 56, 53, 54, 51, 53, 50, 45, 44, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 43, 
result : 8191, 320, 302, 291, 247, 214, 190, 157, 138, 114, 99, 77, 69, 62, 58, 54, 53, 52, 50, 51, 49, 50, 48, 43, 43, 40, 42, 42, 43, 42, 43, 42, 43, 42, 43, 42, 43, 42, 43, 42, 
result : 8191, 341, 323, 310, 265, 234, 213, 179, 159, 135, 122, 99, 89, 85, 79, 76, 74, 71, 67, 66, 64, 64, 61, 55, 54, 50, 49, 48, 48, 48, 48, 48, 48, 48, 49, 48, 48, 49, 48, 48, 
result : 8191, 319, 294, 263, 239, 209, 183, 149, 131, 104, 90, 66, 58, 52, 49, 49, 46, 47, 45, 47, 45, 46, 44, 39, 40, 40, 41, 41, 42, 41, 42, 41, 42, 42, 42, 42, 42, 42, 42, 42, 
result : 8191, 322, 301, 271, 247, 214, 190, 161, 138, 114, 98, 76, 71, 63, 60, 55, 54, 53, 51, 51, 49, 50, 48, 42, 42, 39, 40, 41, 41, 41, 41, 41, 42, 42, 42, 42, 42, 42, 42, 41, 
result : 8191, 326, 302, 270, 248, 213, 187, 160, 137, 113, 99, 77, 69, 63, 60, 55, 54, 53, 52, 52, 50, 51, 49, 43, 44, 41, 43, 43, 43, 43, 42, 42, 42, 42, 42, 42, 42, 43, 42, 43, 
result : 8191, 313, 290, 257, 234, 205, 178, 147, 126, 100, 86, 63, 55, 48, 48, 46, 46, 45, 45, 45, 45, 45, 44, 39, 41, 42, 42, 42, 41, 42, 42, 42, 42, 42, 42, 42, 43, 42, 44, 42, 
