8191, 495, 470, 463, 441, 433, 363, 331, 311, 287, 272, 252, 239, 221, 211, 208, 201, 199, 192, 191, 186, 187, 183, 184, 181, 178, 176, 175, 173, 174, 173, 174, 173, 171, 126, 86, 62, 42, 52, 53, 
8191, 500, 473, 467, 444, 387, 364, 336, 314, 288, 273, 252, 241, 225, 214, 213, 203, 202, 196, 196, 191, 191, 188, 189, 186, 183, 180, 179, 178, 178, 177, 177, 177, 177, 178, 178, 176, 87, 97, 86, 
8191, 489, 469, 461, 441, 378, 356, 322, 306, 284, 265, 246, 230, 216, 203, 202, 193, 191, 185, 184, 179, 179, 175, 176, 173, 169, 167, 165, 164, 164, 162, 163, 163, 164, 163, 164, 163, 94, 106, 88, 
8191, 478, 461, 447, 396, 369, 341, 312, 294, 268, 249, 229, 214, 212, 199, 197, 185, 184, 175, 174, 167, 168, 161, 158, 153, 152, 148, 148, 145, 146, 144, 145, 144, 145, 144, 145, 144, 145, 144, 145, 
8191, 488, 467, 458, 406, 381, 357, 324, 304, 282, 265, 243, 229, 225, 213, 211, 200, 199, 191, 190, 184, 184, 179, 174, 172, 169, 167, 165, 165, 164, 163, 164, 163, 164, 163, 164, 163, 163, 163, 163, 
8191, 479, 454, 448, 423, 366, 342, 314, 293, 268, 249, 228, 216, 198, 185, 183, 174, 171, 165, 163, 158, 157, 154, 153, 151, 147, 146, 143, 143, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 
8191, 478, 447, 446, 419, 359, 332, 304, 283, 260, 242, 222, 206, 191, 178, 176, 166, 165, 156, 156, 149, 150, 144, 147, 143, 140, 137, 136, 134, 134, 133, 134, 133, 133, 134, 134, 133, 134, 134, 133, 
8191, 465, 438, 403, 387, 349, 331, 291, 276, 250, 229, 207, 194, 190, 177, 173, 162, 159, 149, 147, 142, 141, 138, 132, 130, 126, 124, 122, 121, 119, 119, 119, 119, 119, 120, 119, 120, 115, 115, 110, 
8191, 467, 443, 436, 385, 355, 334, 297, 276, 253, 237, 213, 200, 195, 183, 178, 167, 163, 154, 152, 145, 144, 140, 135, 133, 129, 127, 125, 124, 122, 123, 122, 123, 123, 124, 123, 120, 116, 111, 101, 
8191, 457, 434, 431, 380, 346, 325, 295, 274, 245, 232, 208, 193, 190, 179, 174, 164, 161, 152, 150, 143, 143, 139, 134, 131, 128, 126, 124, 123, 122, 121, 122, 121, 122, 122, 122, 122, 122, 122, 122, 
