8191, 405, 384, 341, 313, 269, 241, 199, 171, 143, 118, 87, 74, 44, 35, 35, 39, 39, 39, 40, 40, 40, 41, 41, 41, 40, 41, 40, 41, 40, 41, 40, 41, 40, 41, 40, 41, 40, 41, 40, 
8191, 373, 350, 309, 283, 239, 205, 165, 135, 102, 82, 42, 34, 39, 36, 39, 37, 39, 37, 39, 38, 39, 38, 38, 40, 40, 40, 41, 40, 41, 40, 41, 40, 41, 40, 40, 40, 40, 41, 40, 
8191, 385, 360, 322, 292, 251, 219, 180, 150, 119, 97, 63, 52, 20, 38, 38, 41, 39, 39, 40, 40, 40, 38, 39, 40, 39, 40, 39, 40, 39, 40, 39, 40, 39, 40, 40, 40, 40, 40, 40, 
8191, 420, 386, 355, 318, 281, 249, 211, 185, 151, 127, 99, 82, 53, 48, 34, 39, 41, 40, 40, 41, 39, 38, 39, 39, 39, 40, 39, 40, 40, 40, 40, 40, 41, 40, 41, 41, 41, 41, 41, 
8191, 419, 390, 352, 322, 284, 251, 214, 187, 150, 128, 100, 82, 54, 48, 34, 40, 40, 39, 40, 42, 38, 42, 38, 43, 39, 42, 40, 42, 40, 42, 40, 42, 40, 42, 40, 41, 40, 41, 40, 
8191, 410, 379, 344, 314, 275, 244, 205, 179, 143, 122, 91, 76, 45, 39, 35, 41, 38, 41, 41, 41, 38, 40, 38, 40, 38, 41, 39, 40, 39, 41, 39, 41, 40, 40, 40, 41, 41, 41, 41, 
8191, 404, 374, 335, 305, 264, 237, 195, 167, 135, 114, 80, 68, 37, 34, 35, 37, 39, 40, 40, 40, 40, 38, 39, 39, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 41, 40, 41, 40, 41, 
8191, 417, 387, 349, 322, 283, 250, 213, 187, 153, 129, 103, 87, 59, 49, 25, 38, 40, 39, 39, 39, 37, 41, 38, 40, 38, 41, 39, 41, 39, 40, 40, 40, 40, 40, 40, 41, 40, 40, 40, 
8191, 407, 383, 342, 319, 276, 244, 205, 178, 144, 121, 93, 78, 47, 42, 31, 37, 35, 38, 37, 38, 38, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 38, 37, 38, 37, 38, 
8191, 424, 392, 357, 330, 289, 257, 217, 193, 160, 132, 106, 90, 62, 50, 25, 39, 41, 40, 41, 41, 41, 40, 41, 41, 42, 41, 41, 42, 41, 42, 41, 42, 41, 42, 41, 42, 42, 42, 42, 
