8191, 601, 573, 566, 540, 534, 509, 427, 414, 387, 376, 349, 337, 323, 313, 303, 297, 297, 289, 291, 286, 287, 284, 285, 283, 284, 283, 280, 280, 279, 279, 278, 279, 278, 279, 279, 278, 279, 278, 279, 
8191, 591, 564, 556, 537, 523, 501, 487, 469, 456, 438, 426, 411, 387, 374, 353, 341, 325, 317, 306, 300, 291, 288, 283, 280, 276, 275, 274, 272, 273, 271, 273, 271, 273, 272, 273, 273, 273, 272, 273, 
8191, 589, 558, 557, 531, 523, 499, 487, 468, 455, 438, 424, 410, 386, 373, 353, 340, 325, 315, 306, 298, 291, 286, 281, 278, 275, 273, 270, 271, 269, 269, 268, 269, 269, 269, 270, 270, 270, 269, 270, 
8191, 588, 561, 557, 532, 520, 499, 486, 464, 453, 434, 423, 406, 384, 369, 349, 335, 321, 311, 301, 293, 286, 281, 276, 272, 269, 267, 265, 265, 264, 226, 97, 100, 90, 86, 79, 71, 54, 54, 53, 
8191, 582, 559, 550, 526, 518, 495, 484, 463, 451, 430, 419, 404, 381, 366, 344, 334, 317, 309, 298, 292, 284, 280, 275, 272, 269, 167, 115, 112, 100, 94, 84, 78, 65, 55, 58, 57, 61, 62, 67, 
8191, 583, 560, 551, 525, 518, 493, 484, 460, 451, 429, 420, 402, 380, 363, 343, 330, 314, 306, 294, 289, 279, 275, 269, 267, 263, 261, 260, 258, 258, 257, 258, 257, 69, 90, 93, 86, 80, 77, 58, 
8191, 571, 544, 540, 516, 509, 484, 474, 450, 438, 418, 408, 389, 367, 348, 328, 315, 302, 291, 281, 273, 265, 260, 254, 251, 247, 245, 243, 242, 240, 241, 240, 240, 240, 240, 240, 241, 241, 241, 241, 
8191, 576, 547, 543, 516, 512, 485, 409, 387, 359, 346, 326, 313, 298, 290, 274, 269, 267, 263, 262, 258, 259, 255, 257, 254, 256, 254, 252, 251, 251, 250, 251, 250, 251, 251, 251, 251, 252, 251, 252, 
8191, 569, 538, 538, 510, 505, 479, 470, 447, 436, 415, 406, 388, 366, 349, 329, 317, 302, 295, 282, 277, 268, 265, 258, 256, 252, 251, 249, 249, 247, 247, 248, 248, 248, 248, 249, 243, 105, 108, 98, 
8191, 568, 549, 539, 522, 507, 485, 402, 382, 355, 340, 322, 310, 292, 281, 269, 258, 261, 253, 256, 250, 253, 248, 251, 247, 250, 247, 247, 245, 245, 244, 245, 243, 245, 245, 245, 245, 237, 135, 117, 
