 460, 443, 429, 387, 351, 331, 304, 283, 17, 14, 42, 36, 20, 27, 21, 3, -28, 6, 16, -7, 6, 
 444, 413, 386, 367, 335, 314, 283, 266, 31, 27, 19, 32, 21, 31, 17, 4, 8, -13, 11, -10, 14, 
 435, 416, 408, 362, 336, 309, 279, 259, 19, 8, 46, 26, 27, 30, 20, 11, -38, 20, -1, -3, 10, 
 438, 420, 412, 363, 336, 313, 282, 263, 18, 8, 49, 27, 23, 31, 19, 10, -41, 22, 4, -8, 12, 
 424, 404, 374, 354, 318, 293, 264, 246, 20, 30, 20, 36, 25, 29, 18, -10, 10, -16, 11, -4, 11, 
 430, 409, 377, 362, 328, 306, 277, 256, 21, 32, 15, 34, 22, 29, 21, -11, 17, -19, 12, -7, 8, 
 428, 406, 370, 354, 327, 300, 270, 254, 22, 36, 16, 27, 27, 30, 16, -14, 20, -11, 0, -3, 14, 
 445, 423, 390, 369, 337, 321, 287, 273, 22, 33, 21, 32, 16, 34, 14, -11, 12, -11, 16, -18, 20, 
 428, 405, 400, 351, 322, 300, 270, 253, 23, 5, 49, 29, 22, 30, 17, 18, -44, 20, 7, -8, 13, 
 421, 395, 364, 348, 313, 292, 262, 243, 26, 31, 16, 35, 21, 30, 19, -5, 15, -19, 14, -9, 11, 
