233, 209, 176, 153, 117, 92, 52, 38, 24, 33, 23, 36, 25, 40, 14, -9, 10, -13, 11, -15, 26, 
232, 209, 180, 155, 120, 96, 59, 47, 23, 29, 25, 35, 24, 37, 12, -6, 4, -10, 11, -13, 25, 
241, 218, 187, 160, 131, 105, 69, 56, 23, 31, 27, 29, 26, 36, 13, -8, 4, -2, 3, -10, 23, 
234, 208, 180, 153, 122, 99, 60, 47, 26, 28, 27, 31, 23, 39, 13, -2, 1, -4, 8, -16, 26, 
239, 217, 183, 159, 128, 104, 68, 54, 22, 34, 24, 31, 24, 36, 14, -12, 10, -7, 7, -12, 22, 
245, 221, 190, 163, 132, 108, 73, 58, 24, 31, 27, 31, 24, 35, 15, -7, 4, -4, 7, -11, 20, 
248, 225, 193, 165, 134, 109, 75, 58, 23, 32, 28, 31, 25, 34, 17, -9, 4, -3, 6, -9, 17, 
241, 218, 190, 161, 129, 106, 69, 54, 23, 28, 29, 32, 23, 37, 15, -5, -1, -3, 9, -14, 22, 
255, 231, 200, 177, 144, 121, 87, 69, 24, 31, 23, 33, 23, 34, 18, -7, 8, -10, 10, -11, 16, 
239, 216, 187, 161, 128, 104, 66, 53, 23, 29, 26, 33, 24, 38, 13, -6, 3, -7, 9, -14, 25, 
