661, 630, 598, 567, 530, 494, 463, 440, 31, 32, 31, 37, 36, 31, 23, -1, 1, -6, 1, 5, 8, 
666, 632, 596, 562, 530, 505, 466, 439, 34, 36, 34, 32, 25, 39, 27, -2, 2, 2, 7, -14, 12, 
647, 618, 585, 564, 513, 490, 452, 424, 29, 33, 21, 51, 23, 38, 28, -4, 12, -30, 28, -15, 10, 
661, 634, 598, 563, 529, 504, 471, 451, 27, 36, 35, 34, 25, 33, 20, -9, 1, 1, 9, -8, 13, 
658, 628, 594, 559, 524, 497, 463, 443, 30, 34, 35, 35, 27, 34, 20, -4, -1, 0, 8, -7, 14, 
648, 623, 584, 559, 523, 489, 461, 433, 25, 39, 25, 36, 34, 28, 28, -14, 14, -11, 2, 6, 0, 
672, 637, 602, 573, 537, 507, 481, 451, 35, 35, 29, 36, 30, 26, 30, 0, 6, -7, 6, 4, -4, 
662, 632, 591, 564, 530, 497, 462, 439, 30, 41, 27, 34, 33, 35, 23, -11, 14, -7, 1, -2, 12, 
656, 621, 591, 564, 519, 495, 460, 438, 35, 30, 27, 45, 24, 35, 22, 5, 3, -18, 21, -11, 13, 
672, 638, 610, 574, 540, 510, 475, 455, 34, 28, 36, 34, 30, 35, 20, 6, -8, 2, 4, -5, 15, 
