result : 639, 610, 574, 556, 513, 494, 457, 434, 29, 36, 18, 43, 19, 37, 23, -7, 18, -25, 24, -18, 14, 
result : 648, 616, 585, 553, 522, 498, 458, 445, 32, 31, 32, 31, 24, 40, 13, 1, -1, 1, 7, -16, 27, 
result : 640, 609, 573, 542, 520, 486, 451, 429, 31, 36, 31, 22, 34, 35, 22, -5, 5, 9, -12, -1, 13, 
result : 653, 619, 619, 586, 523, 502, 467, 446, 34, 0, 33, 63, 21, 35, 21, 34, -33, -30, 42, -14, 14, 
result : 654, 626, 589, 564, 523, 504, 467, 447, 28, 37, 25, 41, 19, 37, 20, -9, 12, -16, 22, -18, 17, 
result : 659, 629, 598, 562, 529, 501, 471, 455, 30, 31, 36, 33, 28, 30, 16, -1, -5, 3, 5, -2, 14, 
result : 647, 619, 585, 562, 520, 496, 462, 437, 28, 34, 23, 42, 24, 34, 25, -6, 11, -19, 18, -10, 9, 
result : 659, 625, 596, 567, 531, 505, 475, 451, 34, 29, 29, 36, 26, 30, 24, 5, 0, -7, 10, -4, 6, 
result : 678, 645, 615, 586, 549, 517, 494, 469, 33, 30, 29, 37, 32, 23, 25, 3, 1, -8, 5, 9, -2, 
result : 631, 606, 597, 567, 558, 530, 516, 491, 25, 9, 30, 9, 28, 14, 25, 16, -21, 21, -19, 14, -11, 
