494, 470, 432, 397, 364, 340, 300, 273, 24, 38, 35, 33, 24, 40, 27, -14, 3, 2, 9, -16, 13, 
474, 444, 406, 380, 344, 315, 279, 249, 30, 38, 26, 36, 29, 36, 30, -8, 12, -10, 7, -7, 6, 
483, 456, 415, 390, 346, 324, 279, 258, 27, 41, 25, 44, 22, 45, 21, -14, 16, -19, 22, -23, 24, 
508, 475, 440, 410, 374, 347, 311, 285, 33, 35, 30, 36, 27, 36, 26, -2, 5, -6, 9, -9, 10, 
466, 444, 401, 377, 341, 308, 272, 243, 22, 43, 24, 36, 33, 36, 29, -21, 19, -12, 3, -3, 7, 
455, 425, 388, 360, 324, 298, 258, 229, 30, 37, 28, 36, 26, 40, 29, -7, 9, -8, 10, -14, 11, 
470, 442, 409, 375, 340, 312, 271, 244, 28, 33, 34, 35, 28, 41, 27, -5, -1, -1, 7, -13, 14, 
474, 453, 410, 386, 341, 318, 281, 255, 21, 43, 24, 45, 23, 37, 26, -22, 19, -21, 22, -14, 11, 
479, 451, 411, 379, 347, 317, 278, 254, 28, 40, 32, 32, 30, 39, 24, -12, 8, 0, 2, -9, 15, 
461, 422, 387, 363, 319, 292, 256, 228, 39, 35, 24, 44, 27, 36, 28, 4, 11, -20, 17, -9, 8, 
