373, 343, 305, 280, 239, 213, 174, 144, 30, 38, 25, 41, 26, 39, 30, -8, 13, -16, 15, -13, 9, 
378, 352, 307, 280, 241, 211, 172, 144, 26, 45, 27, 39, 30, 39, 28, -19, 18, -12, 9, -9, 11, 
364, 333, 301, 269, 230, 198, 161, 135, 31, 32, 32, 39, 32, 37, 26, -1, 0, -7, 7, -5, 11, 
361, 329, 293, 266, 226, 195, 156, 130, 32, 36, 27, 40, 31, 39, 26, -4, 9, -13, 9, -8, 13, 
373, 344, 308, 277, 242, 210, 174, 147, 29, 36, 31, 35, 32, 36, 27, -7, 5, -4, 3, -4, 9, 
342, 318, 275, 242, 204, 177, 136, 110, 24, 43, 33, 38, 27, 41, 26, -19, 10, -5, 11, -14, 15, 
414, 398, 351, 327, 288, 263, 224, 197, 16, 47, 24, 39, 25, 39, 27, -31, 23, -15, 14, -14, 12, 
391, 363, 326, 296, 256, 229, 190, 167, 28, 37, 30, 40, 27, 39, 23, -9, 7, -10, 13, -12, 16, 
395, 366, 327, 305, 262, 234, 195, 170, 29, 39, 22, 43, 28, 39, 25, -10, 17, -21, 15, -11, 14, 
409, 378, 343, 315, 279, 250, 213, 186, 31, 35, 28, 36, 29, 37, 27, -4, 7, -8, 7, -8, 10, 
