448, 423, 385, 359, 321, 289, 251, 225, 25, 38, 26, 38, 32, 38, 26, -13, 12, -12, 6, -6, 12, 
457, 429, 387, 354, 322, 293, 255, 226, 28, 42, 33, 32, 29, 38, 29, -14, 9, 1, 3, -9, 9, 
452, 421, 385, 358, 317, 291, 253, 229, 31, 36, 27, 41, 26, 38, 24, -5, 9, -14, 15, -12, 14, 
426, 399, 357, 331, 293, 266, 224, 200, 27, 42, 26, 38, 27, 42, 24, -15, 16, -12, 11, -15, 18, 
450, 411, 379, 349, 310, 283, 245, 218, 39, 32, 30, 39, 27, 38, 27, 7, 2, -9, 12, -11, 11, 
432, 399, 357, 329, 297, 267, 225, 199, 33, 42, 28, 32, 30, 42, 26, -9, 14, -4, 2, -12, 16, 
451, 421, 381, 354, 316, 290, 249, 222, 30, 40, 27, 38, 26, 41, 27, -10, 13, -11, 12, -15, 14, 
447, 425, 385, 357, 322, 291, 256, 230, 22, 40, 28, 35, 31, 35, 26, -18, 12, -7, 4, -4, 9, 
458, 430, 396, 372, 328, 301, 265, 235, 28, 34, 24, 44, 27, 36, 30, -6, 10, -20, 17, -9, 6, 
453, 422, 389, 362, 322, 294, 256, 231, 31, 33, 27, 40, 28, 38, 25, -2, 6, -13, 12, -10, 13, 
