521, 500, 487, 435, 396, 363, 334, 308, 21, 13, 52, 39, 33, 29, 26, 8, -39, 13, 6, 4, 3, 
530, 495, 459, 435, 401, 370, 329, 308, 35, 36, 24, 34, 31, 41, 21, -1, 12, -10, 3, -10, 20, 
543, 515, 503, 447, 413, 390, 345, 323, 28, 12, 56, 34, 23, 45, 22, 16, -44, 22, 11, -22, 23, 
535, 501, 497, 470, 403, 374, 339, 315, 34, 4, 27, 67, 29, 35, 24, 30, -23, -40, 38, -6, 11, 
536, 503, 501, 469, 408, 375, 338, 314, 33, 2, 32, 61, 33, 37, 24, 31, -30, -29, 28, -4, 13, 
533, 505, 495, 472, 407, 376, 339, 316, 28, 10, 23, 65, 31, 37, 23, 18, -13, -42, 34, -6, 14, 
531, 510, 494, 445, 409, 382, 343, 319, 21, 16, 49, 36, 27, 39, 24, 5, -33, 13, 9, -12, 15, 
555, 517, 511, 452, 415, 386, 347, 329, 38, 6, 59, 37, 29, 39, 18, 32, -53, 22, 8, -10, 21, 
531, 498, 492, 435, 401, 363, 333, 311, 33, 6, 57, 34, 38, 30, 22, 27, -51, 23, -4, 8, 8, 
550, 512, 512, 484, 420, 395, 361, 332, 38, 0, 28, 64, 25, 34, 29, 38, -28, -36, 39, -9, 5, 
